,영상 제목,링크,분류,text,likes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2630,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,"13:17
사실 건강하지 않은 채식주의자들은 이미 죽은게 아닐까..? 채식만 해도 살아남은 인자강들이라 사망률이 낮은거임 ㄹㅇ",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,가운데 여성분은 무슨 역할인가요? 뜬금없이 웃기만 하면 클로즈업하고.. 개인적으론 보기 좀 그러네요..,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,사회가 소비해야 살아남아서..많이 생산하는 쪽으로 사회는 돌아가야..ㅠㅠ 환경은 과학이 해결해줄거야!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2633,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,싫어요 안돼요 하지 마세요. 여러분 이 세 마디를 잊지 말아주세요.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,채식을 하면 가늘고 길게살고 육식을 하면 굵고 짧게 삽니다. 비실비실하게 채식해서 좀 더 살바엔 그냥 육식할래요,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2635,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,어림도 없지 ㅋㅋ 바로 삼겹살,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,"생고기를 먹으면 배탈이 나는걸 예시로 들면서 사람은 절대 잡식동물이 아니며 불의 발견으로 먹을 수 없는 것을 먹게 된 초식동물일 뿐이라는 에세이를 본 적이 있는데,

곡식이나 감자같은 것도 생으로 먹으면 배탈에 걸린다.
채식주의자들이 본인들의 주장을 어필하기 위해 얼마나 상식을 무시하며 거짓된 억지논리를 펼치는지 알 수 있는 글이었다.",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,영상 제목만보고 구취하고갑니다 ㅎㅎ내용은 볼것도 없네요,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2638,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,비건은 진짜 정신병인데ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2639,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,그 여러분 조금이라도 줄여보자 할 수 있지 않나요? 사실 고기 말고도 맛있는거 엄청 많은데 ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2640,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,거의 유사과학급 빈약한 내용으로 그지같은 선동하네,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2641,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,"이번 영상은 너~~~무 아쉬웠어요
과학적인 근거 보다는 미래를 위해 환경을 위한 쪽으로 밖에 생각이 안들어요 ㅜㅜ",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,지구온난화를 해결하고 싶으면 육식을 하지 말자 하지 말고 나무를 심는게 더 좋을거 같은데???,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2643,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,풀만 먹을바엔 그냥 일찍죽을래요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2644,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,"인류가 문명을 가질정도의 뇌가 커진것은 불을 이용해 고기를 익혀먹기 시작하면서 부터다 , 채소보다는 고기가 영양가가 더 많고 그것을 불에 익히면 쉽게 소화가 되기에 시간당 칼로리섭취가 많아지면서  더 많은 뇌활동이 가능했던것 ( 머리쓰는것도 칼로리소모가 굉장히 많다)
소를 봐라 하루종일 풀을 뜯어먹고 되새김질을 해야 한다 , 아시아에서 농사를 짓기시작하면서 수렵을 포기하고 강제? 채식을 하게 되었는데 
다치거나 아프면 굶어죽어야 했던 수렵생활보다는 나아 인구가 기하급수적으로 늘어났지만  고기를 안먹으니 체구는 왜소해졌다",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2645,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,"환경, 효율 문제에는 공감하지만 그렇다고 해서 비건이 되는 건 답이 아닌 것 같습니다. 하나의 선택은 될 수 있겠죠. 인간은 동물성 단백질을 섭취하도록 진화했고 동물성 단백질을 섭취해야 건강하게 살 수 있어요. 그리고 지금의 시대에 그 많은 스포츠 선수들에겐 동물성 단백질을 섭취하는 게 거의 필수입니다. 비건이 되는 것보다 대체 단백질 섭취원을 개발해 내는 게 답일 것 같습니다. 벌레를 가공해서 섭취하는 것도 하나가 될 수 있겠죠. 식물성 단백질은 흡수력이 많이 떨어집니다. 그리고 성장기 아이들은 동물성 단백질 무조건 섭취해야 합니다.",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2646,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,"고기를 주로 먹을수밖에 없는 이누이트나 몽골족은 수명이 짧지요.
고기 마니아 세종은 온갖 질병에 시달리다 53세에 사망, 고기를 잘 안먹었던 영조는 82세에 사망, 유독 오래 산 임금으로 꼽히죠~

책 [무엇을 먹을 것인가]를 보시면, 역사적인 대규모 사례들과 유용한 정보들을 얻을 수 있습니다~",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2647,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,"저도 치킨엄청먹구 그냥 고기잘먹는 사람이였는데 씨리얼 지구온난화, 기후난민 문제 영상 보고 점점 관심갖다가 넷플릭스 카우스피라시 보고 진짜 충격먹었어요. 샤워시간을 줄이고~ 양치할때 컵쓰고~ 온갖 별짓을 다해도 고기 한끼먹으면 그만이랍니다. 다 물거품돼요. 그 사실을 머리털나고 처음알아서 충격먹어서 끊은것도 있고. 지금 지구 상황이 개판이잖아요. 주변에 아무리 기후난민이 전쟁난민보다 많아~ 우리나라가 1인 플라스틱 배출량 1위야~ 얘기해도 안들어요. “내가 바꿀수있는 사람은 나뿐이다” 라고 생각하고 그날부터 끊었어요. 2020년 4월 4일이였나 그때부터요. 끊기로하고 다음날에 무의식적으로 탕수육 집어먹긴했는데 엄청 자책하고 ㅋㅋㅋㅋㅋㅋ 습관이 무서워요. 진짜 ㅋㅋ 그날이후로 정말 끊었습니다. 학생인데여 저는 달걀 우유 해산물은 먹어서(완전 비건 아니라는뜻) 급식먹을만해요. 첨에 개학하기전에 급식진짜 고민됐는데 암것도 아님ㅋㅋ 쨋든... 결론은 상황이 얼마나 심각한지 알고 고기끊는게 얼마나 도움되는지 제대로 느끼면 껌이다. 딴사람은 몰라두 난 그랬다 ^^ 여러분 함 도전해봐요 넷플 카우스피라시도 보시구여 진짜 충격적입니다 자극적인거 좋잖아요 보세요^^",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,추가로 말하자면 발암물질 등급은 연관성이 명확하냐를 정의한 거지 발암성이 강하냐와는 관계 없습니다.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,비효율? 건강? 환경? 그건 모르겠고 일단 고기가 너무 맛있네요ㅎㅎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2650,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,채식만하는 사람이 오래 살수가있어요?정상적인 몸상태로?전 안될거라고 생각했는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2651,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,누가 몰라서 쳐먹나? ㅋ 맛있으니 쳐먹지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2652,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,도대체 5.61 명이란건 뭔개소리대?? 0.6만큼 죽은사람이 있단 소리야?? 뭔 개소리야??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,지구온난화같은소리하고있네,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2654,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,"립미팅에서 이런 주제를 보게될줄은 몰랐네요. ㅎㅎㅎㅎ
비건 채식을 한지 올해 7년차 되는 사람입니다.
고기 햄버거 피자 등등 반찬이 없으면 식사를 안먹을정도로 편식도 심했지만 언급하신 지구온난화 환경과 윤리적인문제로 하게되었고
몸에 느껴지는 변화는",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2655,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,소를 직접 죽일 용기가 없으면 가급적 육식을 최대한 줄이는 게 맞는 것 같아요.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2656,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,좋은 정보네요. 육식>페스코>계란 채식>비건>계란 채식>페스코 하고 있네요. 유제품 몸에 별로 안좋고 계란은 좋아요. 생야채나 회는 날로 드시면 약드시고요 씨푸드는 익혀먹고 야채는 무조건 데치거나 삶아야해요. 비건하다가 몸 망가졌었어요. 씨푸드 가끔 먹는 지금 제일 건강합니다 살면서. 그래서 저 결과 놀랍지 않네요. 좋아요. 아 그리고 생선이 아닌 피고기는 정말 먹을 필요가 없습니다. 인간몸이 육식이 그렇게 필요하게 설계되어있지 않아요. 길들여졌을 뿐..참고로 비건 가공육도 좋지는 않습니다.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2657,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,나는 입맛 자체가 싱싱하고 시원한 느낌이 들게해주는 채소없이 고기먹기 힘들던데 입맛은 건강한거 같아서 그래도 다행입니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2658,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,그냥 고기 먹다가 죽을란다 염소도 아니고 풀 떼기만 먹고 어떻게 살음 ㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,"그동안 재밌게 봤는데, 이번 편은 좀 실망이네요. 저런 사망률 차이가 정말 의미가 있는 정도의 차이인가요? 다른 요인에 의해서 얼마든지 바뀔 수 있는 오차 같은데요? 어느정도 고기를 먹어야 건강하다는 것은 누구나 아는 사실입니다. 폭 넓게 조사하고 방송 해주시길",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2660,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,채식하는 사람들이 술 담배 안하고 평소 건강 생각 할 가능성이 큰데 이게 무슨 통계의 함정이죠????? ㅋ 끝에 한번 언급은 하셨습니다만 이거 하나로 이런 통계는 무의미 합니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2661,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,채식으로 오래산다면 고기못먹어서 스트레스로 빨리 죽을듯ㅋㅋㅋㅋ걍 하고싶은대로 먹고싶은거 먹는게 쵝오,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2662,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,"여기 뭐 맛있는 거 많이 먹고 일찍 가야지라고 생각하시는 분들이 많아서 글 남겨봅니다. 저도 맛있는 거 좋아하고, 과거에는 그런 생각을 가지고 있었습니다. 그러다, 깨달았습니다. 그것들은 수명을 줄이기도 하지만, 더 큰 문제는 ' 건강하게 살 수 있는 삶의 기간'을 줄인다는 것에 있습니다. 당신은 웬만하면 100살까지 살겁니다. 하지만, 건강을 경시한다면 인생의 40년을 약물에 의지하는 고통스러운 삶 속에 살 수도 있습니다. 꼭 진지하게 생각해보시기를 바랍니다!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2663,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,"잡식하세요 육식주의자란건 없습니다 저기서 고기를 먹은사람과 먹지않은사람의 수명차이를 비교하는건 너무나도 일차적이내요 고기를 먹는사람은 모든 사람들을 조사할테고 먹지않는사람들은 식단을 관리하는사람들이겠죠 채식이란것이  그런거니까요 , 잡식하는사람중 식단을 관리하는사람과 채식하는사람중 식단을관리하는사람을 비교하면 전자의 건강과 수명이 월등이 길것이라고 생각됩니다.",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2664,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,"이거 맞는 말임?????
안될과학에서 무슨 아침10시 아줌마들이 볼 만한 내용을 올리네",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2665,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,햇빛속에 사랑이 가득하다 !!! 비타민D 뿐아니라 !! 단수화물 지방 단백질....모든 비타민....모든 영양소가 다 들어 있다 . 아프리카인이 못먹어도 키커고 건강한 것은.....(북한은 못먹고 추워 옷으로 몸을 감싸 키가 작지만....)모든식물이 🌞태양을 필요하듯이 인간은 태양에 대한 새로운 시각이 필요하다 ! 태양🌅🌄🌞 빛은 생명이며 사랑이다 !!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,"변화의시대 면역력을 높이려면 자신의 에너지 체를 키워야 하는데 육식은 여러가지로 혼란을 불러와 바이러스에 공명파동을 생성해 소 광우병, 돼지 콜레라, 닭 사스...가 변형하면 위험해 진다......🤗😍 코로나 19는 자존감을 상실한 노약자와 삶을 포기하려는 기저질환자에게 치명적인 것이다!!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2667,"채식을 해야하는 과학적인 이유! (환경, 건강, 효율) [안될과학 랩미팅]",https://youtu.be/srKxhbhsmg4,채식,그리고 기후변화는 지구나이에비해서 인간이 기후를 관찰기록한걸 생각해보면 발톱에 때만큼일껄요....지구자전축의미세한변화 공전궤도의 미세한변화 등등도 기후에미치는거고 지구는 몇억만년동안 평균기온이 오르락내리락했다는설도있구요 그한가지가 빙하기 이런저런 설이 있습니다 물론 인간이 가속화시켰을수도있고 어떻게든 영향을 미쳤을수도있죠 허나 무조건 인간이 기후변화의 원인이다는 개인적으로 글쎄요????입니다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2668,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,당신이 한국어를 할 수 있다는 것에 많이 감사합니다. 좋은 에너지가 가득한 영상이에요. 늘 잘 보고 갑니다.,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,비건이 되려면 일단 허구헌날 치킨에 피자에 라면에 커피에 각종 배달 정크 음식들 먹는 가족들에게서 독립을 하는게 우선이다.,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2670,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,한식으로 채식하는걸 보여주니 정말 보기 좋습니다. Vegan 이나 Vegetarian 은 아직 한국에선 많이 흔하진 않은 것 같아서 영양에 대한 잘못된 정보가 많은것 같아요. 특히 아래 댓글처럼 단백질에 대해서요. 막상 일반 사람들은 본인이 단백질이 얼마큼 필요하고 섭취하고 있는지 모르면서요. 채식으로도 충분한 영양을 섭취할 수 있다는걸 보여줘서 감사합니다.,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,"저도 올해 부터 비건 생활을 시작 했어요. 주위에서 염려 하고 얼마나 오래 살려고 그러냐 하지만, 전 오래 사는 의미 보단 아프고 싶지 않은 마음이 크거든요. 정신 수련을 하면서도 좋은 에너지가 깃든 음식을 먹어야 한다고 생각해요. 우리의 에고를 채우기 위해 동물을 굳이 죽여가며 배를 채울 필요 없다 생각 해요. 
곡류 콩류 세끼 섭취를 하다 보면 하루에 60g 그램 넘기 쉬어요. 아무리 채식이 좋아도 고단백은 신장과 간에 무리가 되기 쉬워요. 뭐든 적당한 섭취가 좋겠죠.
매일 채식 하는데 올해 한번도 안 아팠어요.👍 청국장 좋아 하시면 생으로 드셔 보세요. 열을 가하면 좋은 균들이 쉽게 죽는 다네요. 간장이랑 겨자를  좀 곁들여서 밥이랑 비벼 먹으면 맛있게 드실 수 있어요. 🤗",147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,"건강한 육신에 건강한 정신이 깃들 수 있다죠.. 마음수련과 명상, 자아성찰도 물론 중요하지만 몸이 건강하지 못하면 불가능한 이야기들입니다.
건강을 위해 음식을 가려 먹은 지 수개월입니다. 그간 제 몸이 얼마나 많은 에너지를 음식물 소화에 소비하고 있었는지 깨닫는 중요한 경험이었습니다.
코치님의 식단을 참고로 저 또한 건강한 가을을 준비해야겠습니다~~ 감사합니다~:)",94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2673,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,"저도 컨디션 안좋을때 야채 위주로 먹으면 회복이 빠르더라고요
그걸 알고나서부터 점점 채식 위주로
바뀌어가고 있어요
이번 올려주신 레시피 감사합니다",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2674,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,채식요리 레시피 같은것  많이 올려주셨으면 좋겠어요!! 비건 시작한지 3개월밖에 안되서 레시피를 잘 모르거든요... 찾아도 잘안나오고ㅠㅠ,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2675,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,저도 비건이에요~ 저는 요리를 통해 저의 몸에 맞는 음식을 알아가고 있어요. 직장에 도시락도 싸다녀요. 정말 채식 식단이 몸과 마음에 긍정적 영향을 주는 건 너무나도 확실한 것 같아요. 좋은 영상 감사합니다. 알렉스님!,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,채식하셔서  그런지  피부에서  광채가 나네요.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2677,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,육식을 좋아하지만 고기안먹어서 힘이 안나는건 아닌거 같아요ㅋㅋ  채식이라도 배부르게 먹으면 힘이나죠,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2678,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,"참 재밌는영상 잘 보았습니다!!^^
저는 비건인데 채식 하면서부터 생활 자체가 완전히 바뀌고 정말 만족스럽습니다
자기계발에 채식은 정말 최고예요^^d",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,요리채널 가즈아ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2680,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,요리 잘 하시네요. 청국장 싫어하는 사람 많은데 청국장 드신다니 재미있어요. 저는 raw vegan입니다. 그런데 단백질을 그렇게 많이 먹을 필요는 없다고 봐요. 단백질을 많이 먹으면 간과 신장에 무리가 가요. 보여주신 식단에 푸른잎채소가 좀더 들어가면 좋겠어요.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,요즘 건강식에 관심이 많아서 단백질 섭취에도 신경쓰는 편인데 채식은 단백질이 없다는건 정말 편견이네요.. 충격이에요 !! 좋은정보 언제나 늘 감사해요 ~!,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2682,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,"비간하시는분들 존경합니다
전 비건못하지만...해보고 싶어도
정말이지 큰 유혹이 많더라구요
언젠간도전해보겟습니다!!!",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,코치님 식단이 항상 궁금했는데 감사합니다 ㅋㅋ,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,우리가 숨쉬면서 산소걱정을 안하듯이 채식을 하면서 단백질걱정을 할필요가 없어요 우리에게 단백질은 아주조금 필요하고 필요이상 섭취하면 독이됩니다 어떻게하면 단밸질을 섭취할수 있을가를 걱정하기보단 어떻하면 단백질을 피할가를  걱정해야합니다,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2685,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,"아직 비건은 멀었구요.. 채식위주로 하고 있어요.
그럼에도 걱정되는 마음이 있었는데..알렉스님 자신있는 모습에 용기얻어 갑니다.",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2686,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,이영상보니까 스스로 건강한 삶을 만드시는데 엄청 행복해하시는게 느껴지네욥!!,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2687,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,"저도 고기보다 채소를 훨씬 좋아해서 군침이 도는 레시피 인데요. 아무도 시키지 않아도 저런게 너무 맛있어서 자주 해먹곤 한답니다. 매일 매끼 먹고싶습니다. 하지만 현실에선 조금 무리가 있어요. 혼자 사는 서민에게 저렇게 먹으려면 시간과 돈이 필요해요. 
1. 도시락을 싸야해요. 보통은 점심을 회사에서 식당밥을 먹거나 사먹습니다. 싸온다해도 매번 동료들을 피해서 혼자먹기도 번거롭고 저녁까지 회사에서 먹는다면 더 어려워집니다. 
2. 채소는 금방 시들어버려요. 아무리 자주먹으려고해도, 소량만 사려고 해도 아침과 저녁을 영상과 같은 레시피로 먹으려면 과식을 해야할 정도입니다.",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,베지테리언이라하면 단백질 섭취 어떻게해?란 질문을 정말 많이받아요....이런영상으로 좀 오해(?)들이 풀렸으면..,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2689,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,와 보기만 해도 건강이 좋아지는 거 같아요!! 정말 건강식이네요 ㅎㅎ 게다가 건강한 생각을 할 수밖에 없을 거 같은 식단 ㅎㅎㅎ 그리고 살림도  되게 잘 하시는 거 같아요!! 그나저나 외국인이 청국장을 좋아하는게 너무 신기하네용,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2690,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,깻잎페스토 꼭한번만들어보고싶네요ㅋㅋㅋ!,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2691,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,따라해볼게용~! 좋은 정보 공유해줘서 항상 감사합니당 ! ^_^*,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2692,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,ㅋㅋ현대인은 단백질과다랍니다 채식재로 잘챙겨먹고 운동하면 단백질따로안챙겨도되요 운동으로 근육만드는것일뿐 ㅡ채식비빔밥만 잘챙겨먹고 운동해도 되요  요즘은 근육돼지 좋아할사람없으니 적당히채식챙겨먹고 운동해서 잔근육키우세요,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2693,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,"오늘 정말도움돼요!!심지어 한식ㅋㅋㅋ
보기만했는데 건강해지는기분!
퀴노아 귀리 사러가야겠어요!!",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2694,채식으로 단백질 채우기?! - 4가지 쉬운 비건 레시피,https://youtu.be/H0W9RfRTqTo,건강,채식 영상 너무 좋아요,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
